"","student_id","cumulative_gpa"
"13525",604980,6
"13526",604982,1.5
"13527",604990,5
"13528",604991,7
"13529",604997,5
"13530",605009,6
"13531",605012,5
"13532",605027,7
"13533",605048,6
"13534",605068,5
"13535",605069,4
"13536",605070,4.5
"13537",605072,7
"13538",605089,4
"13539",605091,NA
"13540",605102,5
"13541",605105,1.5
"13542",605111,5.67
"13543",605118,4.68
"13544",605125,4
"13545",605129,6
"13546",605144,5.5
"13547",605156,5
"13548",605176,1.5
"13549",605180,1.67
"13550",605195,7
"13551",605207,6
"13552",605225,7
"13553",605228,1.5
"13554",605243,6
"13555",605245,7
"13556",605246,4
"13557",605255,6
"13558",605264,6
"13559",605265,5
"13560",605266,6.5
"13561",605269,NA
"13562",605294,7
"13563",605301,6
"13564",605306,NA
"13565",605309,6
"13566",605312,6
"13567",605313,NA
"13568",605325,5
"13569",605327,1.5
"13570",605361,7
"13571",605367,2.63
"13572",605370,5
"13573",605375,4
"13574",605383,NA
"13575",605390,4
"13576",605394,3.5
"13577",605409,7
"13578",605438,7
"13579",605445,6
"13580",605459,1.71
"13581",605468,NA
"13582",605475,6
"13583",605476,4
"13584",605480,NA
"13585",605488,5
"13586",605493,5
"13587",605521,5
"13588",605522,5
"13589",605538,7
"13590",605540,7
"13591",605541,4
"13592",605545,4
"13593",605556,5
"13594",605561,4
"13595",605571,6.5
"13596",605587,NA
"13597",605589,4
"13598",605594,5
"13599",605595,4
"13600",605596,6
"13601",605597,5
"13602",605598,6
"13603",605621,6
"13604",605652,5
"13605",605666,7
"13606",605672,6
"13607",605679,4
"13608",605682,6
"13609",605688,7
"13610",605692,6
"13611",605693,7
"13612",605695,6
"13613",605702,6
"13614",605703,6.5
"13615",605733,6
"13616",605756,4
"13617",605759,2
"13618",605770,5
"13619",605771,4
"13620",605781,4
"13621",605828,6
"13622",605832,5
"13623",605836,7
"13624",605840,7
"13625",605854,1.5
"13626",605859,2
"13627",605861,5
"13628",605868,7
"13629",605876,5
"13630",605882,NA
"13631",605885,NA
"13632",605886,1.5
"13633",605890,6
"13634",605901,2.33
"13635",605905,7
"13636",605908,NA
"13637",605916,5
"13638",605920,6
"13639",605930,5
"13640",605940,NA
"13641",605941,4
"13642",605954,4
"13643",605974,1.5
"13644",605977,6
"13645",605988,6
"13646",605993,6
"13647",605996,1.5
"13648",606002,4
"13649",606006,NA
"13650",606027,6
"13651",606028,5
"13652",606036,NA
"13653",606047,7
"13654",606052,6
"13655",606062,6
"13656",606063,NA
"13657",606064,6
"13658",606069,4
"13659",606079,5
"13660",606082,6
"13661",606097,6
"13662",606101,7
"13663",606104,7
"13664",606105,5
"13665",606127,6
"13666",606134,5
"13667",606143,4
"13668",606167,6
"13669",606170,4
"13670",606175,6
"13671",606179,6
"13672",606182,6
"13673",606194,6
"13674",606206,7
"13675",606229,5
"13676",606233,6
"13677",606239,6
"13678",606245,6
"13679",606257,7
"13680",606282,5
"13681",606296,7
"13682",606304,7
"13683",606313,6
"13684",606319,4
"13685",606322,7
"13686",606344,3
"13687",606345,6
"13688",606350,1.5
"13689",606355,NA
"13690",606373,6
"13691",606377,4
"13692",606386,4
"13693",606388,NA
"13694",606389,7
"13695",606391,6.33
"13696",606407,5
"13697",606409,6
"13698",606410,6
"13699",606412,4
"13700",606414,5
"13701",606420,4
"13702",606422,5
"13703",606425,NA
"13704",606428,NA
"13705",606435,6
"13706",606436,NA
"13707",606442,4
"13708",606444,7
"13709",606450,5
"13710",606458,4
"13711",606459,NA
"13712",606463,7
"13713",606465,6
"13714",606471,7
"13715",606496,6
"13716",606501,NA
"13717",606513,NA
"13718",606517,5
"13719",606529,6
"13720",606531,4
"13721",606535,1.5
"13722",606546,4
"13723",606562,7
"13724",606570,7
"13725",606572,6
"13726",606586,6
"13727",606593,NA
"13728",606634,6
"13729",606651,4
"13730",606665,3.75
"13731",606685,6
"13732",606690,7
"13733",606697,5
"13734",606707,6
"13735",606711,6
"13736",606712,5
"13737",606713,4
"13738",606724,6
"13739",606736,NA
"13740",606743,4
"13741",606757,4
"13742",606762,6
"13743",606788,7
"13744",606802,NA
"13745",606805,NA
"13746",606815,6
"13747",606827,NA
"13748",606835,7
"13749",606837,7
"13750",606856,NA
"13751",606858,6
"13752",606861,5
"13753",606864,5.33
"13754",606869,6
"13755",606870,7
"13756",606884,1.5
"13757",606895,5
"13758",606903,6
"13759",606904,4
"13760",606908,5
"13761",606914,NA
"13762",606918,7
"13763",606930,NA
"13764",606939,7
"13765",606966,4
"13766",606967,4
"13767",606976,4
"13768",606977,6
"13769",606990,4
"13770",607011,4
"13771",607018,5
"13772",607047,5.5
"13773",607052,6.5
"13774",607060,1.5
"13775",607061,7
"13776",607062,1.5
"13777",607073,4
"13778",607085,4.67
"13779",607094,7
"13780",607097,5
"13781",607108,5
"13782",607110,0.5
"13783",607118,5
"13784",607130,5
"13785",607134,1.5
"13786",607135,5
"13787",607143,3
"13788",607151,7
"13789",607163,6
"13790",607176,NA
"13791",607178,6
"13792",607196,4
"13793",607200,4
"13794",607220,4
"13795",607231,1.5
"13796",607235,7
"13797",607243,6
"13798",607247,7
"13799",607256,6
"13800",607286,NA
"13801",607293,5
"13802",607300,5
"13803",607303,6
"13804",607309,NA
"13805",607316,4
"13806",607337,4
"13807",607342,6
"13808",607382,1.5
"13809",607387,6
"13810",607398,4
"13811",607407,NA
"13812",607411,NA
"13813",607413,NA
"13814",607427,NA
"13815",607429,4
"13816",607443,7
"13817",607453,6
"13818",607462,1.5
"13819",607473,NA
"13820",607483,5.33
"13821",607485,4
"13822",607493,5
"13823",607498,4
"13824",607501,7
"13825",607507,6
"13826",607510,7
"13827",607514,1.5
"13828",607525,4
"13829",607529,6
"13830",607530,6
"13831",607533,NA
"13832",607536,6
"13833",607538,4
"13834",607547,7
"13835",607548,6
"13836",607555,2.33
"13837",607570,1.5
"13838",607572,1.5
"13839",607586,5
"13840",607600,2.33
"13841",607603,6
"13842",607609,NA
"13843",607622,4
"13844",607636,5.5
"13845",607638,5
"13846",607642,4
"13847",607650,6
"13848",607668,6
"13849",607670,4
"13850",607678,5
"13851",607679,6
"13852",607696,4
"13853",607699,4
"13854",607700,5
"13855",607702,1.5
"13856",607725,5
"13857",607733,NA
"13858",607735,5
"13859",607754,7
"13860",607762,6
"13861",607767,6
"13862",607778,4
"13863",607794,7
"13864",607797,7
"13865",607798,4
"13866",607800,6
"13867",607804,5
"13868",607808,4
"13869",607812,6
"13870",607814,6
"13871",607827,4
"13872",607835,7
"13873",607848,2.5
"13874",607849,6
"13875",607854,1.5
"13876",607866,2
"13877",607887,6
"13878",607889,6
"13879",607892,5
"13880",607896,6
"13881",607899,5
"13882",607900,2.8
"13883",607909,6
"13884",607912,6
"13885",607914,5
"13886",607923,6
"13887",607927,1.5
"13888",607937,7
"13889",607938,4
"13890",607939,4
"13891",607947,7
"13892",607953,4
"13893",607957,NA
"13894",607966,NA
"13895",607975,4
"13896",607979,7
"13897",608000,6
"13898",608008,5
"13899",608024,6
"13900",608041,6
"13901",608043,5
"13902",608047,6
"13903",608062,1.5
"13904",608068,NA
"13905",608104,6
"13906",608109,4
"13907",608110,5
"13908",608111,2.5
"13909",608115,7
"13910",608130,2.5
"13911",608134,5
"13912",608144,7
"13913",608152,3.25
"13914",608164,7
"13915",608169,4
"13916",608178,1.5
"13917",608195,6.33
"13918",608196,4
"13919",608206,NA
"13920",608217,5
"13921",608221,4
"13922",608231,5
"13923",608238,7
"13924",608243,6
"13925",608248,NA
"13926",608263,6
"13927",608264,4
"13928",608267,4
"13929",608280,1.5
"13930",608284,6
"13931",608292,6
"13932",608306,6
"13933",608318,5
"13934",608322,4
"13935",608349,5
"13936",608356,6
"13937",608407,6
"13938",608417,4
"13939",608419,7
"13940",608421,6
"13941",608422,4.6
"13942",608423,NA
"13943",608448,6
"13944",608449,6
"13945",608459,NA
"13946",608464,6
"13947",608472,1.5
"13948",608477,5
"13949",608487,4
"13950",608488,6
"13951",608497,NA
"13952",608504,3.5
"13953",608536,6
"13954",608564,4
"13955",608571,5
"13956",608577,2
"13957",608578,6
"13958",608596,5
"13959",608623,4
"13960",608630,1.5
"13961",608638,NA
"13962",608643,5
"13963",608647,4
"13964",608672,5
"13965",608681,3.75
"13966",608693,5
"13967",608698,6
"13968",608719,NA
"13969",608724,6
"13970",608727,NA
"13971",608733,6
"13972",608735,5
"13973",608737,5
"13974",608738,5
"13975",608744,6
"13976",608745,6
"13977",608746,5
"13978",608747,5
"13979",608753,5.5
"13980",608766,6
"13981",608772,NA
"13982",608775,5
"13983",608815,5
"13984",608827,6
"13985",608842,5
"13986",608851,5
"13987",608853,4
"13988",608864,2.5
"13989",608866,NA
"13990",608884,4
"13991",608891,7
"13992",608904,7
"13993",608907,7
"13994",608909,6
"13995",608913,5
"13996",608923,4
"13997",608939,5
"13998",608942,NA
"13999",608943,NA
"14000",608966,7
"14001",608978,7
"14002",608983,6
"14003",609010,5
"14004",609019,1.5
"14005",609025,3.5
"14006",609031,6.5
"14007",609044,1.5
"14008",609045,6
"14009",609046,6
"14010",609047,5
"14011",609089,NA
"14012",609097,5
"14013",609142,7
"14014",609171,6
"14015",609184,4
"14016",609192,2.5
"14017",609193,NA
"14018",609194,4.57
"14019",609203,4
"14020",609220,6
"14021",609221,7
"14022",609229,6
"14023",609230,NA
"14024",609235,7
"14025",609240,7
"14026",609242,4
"14027",609244,6
"14028",609245,6
"14029",609257,6
"14030",609265,5
"14031",609277,7
"14032",609297,7
"14033",609307,7
"14034",609326,5
"14035",609330,7
"14036",609347,NA
"14037",609354,NA
"14038",609383,3.5
"14039",609396,NA
"14040",609399,7
"14041",609403,4.67
"14042",609416,6
"14043",609422,NA
"14044",609426,5
"14045",609427,4
"14046",609435,NA
"14047",609439,6
"14048",609450,2.5
"14049",609456,6
"14050",609460,6
"14051",609488,4
"14052",609489,NA
"14053",609510,4
"14054",609513,4
"14055",609515,6
"14056",609527,2.33
"14057",609535,1.5
"14058",609537,7
"14059",609538,7
"14060",609556,6
"14061",609557,6
"14062",609558,1.5
"14063",609570,4
"14064",609573,7
"14065",609583,NA
"14066",609593,6
"14067",609596,7
"14068",609602,7
"14069",609605,3.5
"14070",609645,3.75
"14071",609655,1.5
"14072",609679,6
"14073",609681,NA
"14074",609682,6
"14075",609704,5
"14076",609743,4
"14077",609748,NA
"14078",609754,5
"14079",609761,7
"14080",609764,4
"14081",609777,5
"14082",609797,NA
"14083",609804,5
"14084",609811,6
"14085",609812,4
"14086",609815,4
"14087",609817,5
"14088",609823,NA
"14089",609831,5
"14090",609837,4
"14091",609850,1.5
"14092",609852,7
"14093",609864,4
"14094",609868,1.5
"14095",609871,4
"14096",609873,NA
"14097",609882,7
"14098",609887,4
"14099",609891,3.5
"14100",609900,6
"14101",609908,5
"14102",609912,7
"14103",609927,5
"14104",609932,6
"14105",609946,NA
"14106",609969,5
"14107",609985,4
"14108",610012,6
"14109",610019,4.8
"14110",610025,6
"14111",610032,6
"14112",610033,7
"14113",610057,7
"14114",610059,4
"14115",610094,5
"14116",610097,6
"14117",610099,5.5
"14118",610127,6
"14119",610158,5
"14120",610170,NA
"14121",610172,5
"14122",610188,7
"14123",610197,5
"14124",610220,7
"14125",610228,NA
"14126",610234,7
"14127",610244,5
"14128",610257,7
"14129",610258,4
"14130",610260,6
"14131",610266,5
"14132",610272,6
"14133",610273,6
"14134",610275,7
"14135",610278,7
"14136",610279,4.5
"14137",610285,4.67
"14138",610287,2.75
"14139",610292,NA
"14140",610302,7
"14141",610312,6
"14142",610324,5
"14143",610326,5
"14144",610336,4
"14145",610340,5
"14146",610347,7
"14147",610362,4
"14148",610373,7
"14149",610380,1.5
"14150",610385,6
"14151",610391,7
"14152",610398,6
"14153",610400,5
"14154",610402,NA
"14155",610405,6.33
"14156",610416,4
"14157",610423,5
"14158",610428,6
"14159",610453,7
"14160",610455,NA
"14161",610469,NA
"14162",610470,5
"14163",610494,NA
"14164",610503,6
"14165",610515,4
"14166",610517,1.5
"14167",610530,4
"14168",610537,1.5
"14169",610545,5
"14170",610549,3
"14171",610553,4
"14172",610557,5
"14173",610569,7
"14174",610573,1.5
"14175",610575,5.5
"14176",610577,3.75
"14177",610595,6
"14178",610597,7
"14179",610603,5
"14180",610622,NA
"14181",610637,4
"14182",610643,4.5
"14183",610650,7
"14184",610672,6
"14185",610681,6
"14186",610684,1.67
"14187",610687,6
"14188",610700,4
"14189",610701,4
"14190",610725,5
"14191",610731,5
"14192",610738,1.5
"14193",610739,7
"14194",610745,4
"14195",610746,6
"14196",610749,7
"14197",610750,6
"14198",610759,4
"14199",610763,6
"14200",610771,4
"14201",610775,6
"14202",610776,1.5
"14203",610778,NA
"14204",610780,5
"14205",610802,2.5
"14206",610804,5
"14207",610814,6
"14208",610828,1.5
"14209",610830,NA
"14210",610831,NA
"14211",610855,6
"14212",610870,1.5
"14213",610873,6
"14214",610881,7
"14215",610888,4
"14216",610904,6
"14217",610906,6
"14218",610917,6
"14219",610927,NA
"14220",610931,7
"14221",610932,5
"14222",610933,5
"14223",610967,4
"14224",610979,5
"14225",610992,6
"14226",611004,5
"14227",611012,5
"14228",611013,4
"14229",611017,6
"14230",611023,6
"14231",611024,7
"14232",611033,3.5
"14233",611039,6
"14234",611048,4
"14235",611049,7
"14236",611051,4
"14237",611058,4
"14238",611060,6
"14239",611062,4.25
"14240",611126,4
"14241",611159,5
"14242",611162,6
"14243",611173,4
"14244",611176,6
"14245",611177,6
"14246",611182,5
"14247",611185,4
"14248",611195,6
"14249",611202,7
"14250",611206,4
"14251",611215,7
"14252",611218,5
"14253",611226,7
"14254",611228,6
"14255",611233,NA
"14256",611235,NA
"14257",611241,4.67
"14258",611244,1.5
"14259",611245,NA
"14260",611255,6.5
"14261",611259,6
"14262",611260,5
"14263",611268,5.33
"14264",611271,5
"14265",611275,NA
"14266",611284,6
"14267",611309,5
"14268",611315,7
"14269",611329,5
"14270",611344,7
"14271",611348,6
"14272",611350,5
"14273",611377,5
"14274",611383,6
"14275",611396,4
"14276",611402,4.25
"14277",611405,7
"14278",611407,6.5
"14279",611408,5
"14280",611417,6
"14281",611418,1.5
"14282",611427,7
"14283",611464,5
"14284",611475,6
"14285",611478,7
"14286",611489,7
"14287",611496,7
"14288",611502,7
"14289",611517,4
"14290",611520,NA
"14291",611531,6
"14292",611534,5
"14293",611542,6.5
"14294",611561,6
"14295",611564,6
"14296",611580,7
"14297",611586,NA
"14298",611588,NA
"14299",611593,7
"14300",611595,6
"14301",611603,6
"14302",611612,5
"14303",611629,6
"14304",611635,6
"14305",611639,1.5
"14306",611688,5
"14307",611690,5
"14308",611714,1.5
"14309",611735,NA
"14310",611763,6
"14311",611790,7
"14312",611798,7
"14313",611800,5
"14314",611813,7
"14315",611821,4
"14316",611845,1.5
"14317",611865,0.6
"14318",611879,6
"14319",611905,NA
"14320",611910,7
"14321",611961,7
"14322",611962,7
"14323",611967,7
"14324",611971,NA
"14325",611974,NA
"14326",611982,4
"14327",611983,5
"14328",611999,5
"14329",612000,7
"14330",612002,7
"14331",612023,4
"14332",612026,NA
"14333",612039,4
"14334",612048,5
"14335",612082,6
"14336",612089,4
"14337",612119,6
"14338",612120,5
"14339",612127,4
"14340",612135,7
"14341",612136,6
"14342",612177,5
"14343",612179,1.5
"14344",612183,5.5
"14345",612187,5
"14346",612191,7
"14347",612199,NA
"14348",612210,5
"14349",612212,4
"14350",612217,4
"14351",612230,6
"14352",612235,7
"14353",612247,5
"14354",612248,5
"14355",612252,6
"14356",612255,7
"14357",612283,NA
"14358",612287,NA
"14359",612319,5
"14360",612326,6
"14361",612327,6
"14362",612337,NA
"14363",612355,7
"14364",612361,6
"14365",612363,1.5
"14366",612370,5
"14367",612381,NA
"14368",612397,3
"14369",612429,7
"14370",612439,5.5
"14371",612443,1.67
"14372",612449,2.33
"14373",612473,NA
"14374",612484,5
"14375",612488,7
"14376",612517,5
"14377",612528,6
"14378",612530,7
"14379",612535,7
"14380",612538,7
"14381",612539,7
"14382",612540,7
"14383",612542,7
"14384",612543,6
"14385",612545,7
"14386",612547,7
"14387",612549,7
"14388",612563,1.5
"14389",612565,6
"14390",612566,6
"14391",612568,NA
"14392",612598,7
"14393",612600,6
"14394",612607,6
"14395",612621,6
"14396",612625,4
"14397",612638,NA
"14398",612644,6
"14399",612656,6
"14400",612658,6
"14401",612661,6
"14402",612669,NA
"14403",612673,4.5
"14404",612684,4
"14405",612690,6
"14406",612717,4
"14407",612721,6
"14408",612740,4
"14409",612750,4
"14410",612756,6
"14411",612757,6
"14412",612797,6
"14413",612798,6
"14414",612814,7
"14415",612822,NA
"14416",612841,6
"14417",612842,5
"14418",612860,6
"14419",612862,7
"14420",612870,5
"14421",612880,NA
"14422",612882,7
"14423",612891,4
"14424",612903,7
"14425",612919,6
"14426",612929,5
"14427",612935,NA
"14428",612982,4
"14429",612986,6
"14430",613013,4
"14431",613015,7
"14432",613027,6
"14433",613038,6
"14434",613039,5
"14435",613047,4
"14436",613059,6
"14437",613063,NA
"14438",613091,6
"14439",613093,5
"14440",613102,6
"14441",613105,1.5
"14442",613107,7
"14443",613122,3.75
"14444",613131,7
"14445",613133,7
"14446",613135,1.5
"14447",613152,7
"14448",613158,6
"14449",613160,6
"14450",613161,NA
"14451",613162,2.5
"14452",613164,6
"14453",613165,6
"14454",613170,6
"14455",613171,5
"14456",613173,5
"14457",613175,5
"14458",613177,5
"14459",613191,NA
"14460",613196,5
"14461",613199,2.5
"14462",613200,5
"14463",613203,7
"14464",613205,4
"14465",613208,5
"14466",613213,7
"14467",613226,NA
"14468",613235,5
"14469",613237,5
"14470",613255,6
"14471",613293,5
"14472",613298,NA
"14473",613299,7
"14474",613300,7
"14475",613310,7
"14476",613313,7
"14477",613330,7
"14478",613355,5
"14479",613370,6.5
"14480",613416,5
"14481",613418,6
"14482",613426,6
"14483",613441,NA
"14484",613447,6
"14485",613459,6
"14486",613461,5
"14487",613464,6
"14488",613466,7
"14489",613501,4.5
"14490",613574,1.5
"14491",613593,6
"14492",613611,4
"14493",613616,6
"14494",613630,5
"14495",613634,6
"14496",613639,7
"14497",613644,2
"14498",613646,7
"14499",613667,6.5
"14500",613675,5
"14501",613676,NA
"14502",613677,4
"14503",613683,6
"14504",613691,6
"14505",613703,5
"14506",613717,NA
"14507",613718,5
"14508",613720,7
"14509",613722,5
"14510",613728,6
"14511",613735,7
"14512",613738,6
"14513",613743,7
"14514",613790,NA
"14515",613791,NA
"14516",613806,7
"14517",613832,4
"14518",613834,6
"14519",613842,NA
"14520",613856,6
"14521",613865,7
"14522",613874,5
"14523",613876,1.5
"14524",613881,7
"14525",613899,7
"14526",613900,1.5
"14527",613909,5
"14528",613910,5
"14529",613928,5
"14530",613932,4
"14531",613946,6
"14532",613952,6
"14533",613953,6
"14534",613954,7
"14535",613966,6
"14536",613972,6
"14537",613981,6
"14538",613988,6
"14539",613993,6
"14540",614013,6
"14541",614025,NA
"14542",614039,6
"14543",614059,4.4
"14544",614064,6
"14545",614068,NA
"14546",614072,5
"14547",614074,5
"14548",614083,1.5
"14549",614117,4
"14550",614129,4
"14551",614130,5
"14552",614142,4
"14553",614148,4
"14554",614159,4
"14555",614162,7
"14556",614163,7
"14557",614172,NA
"14558",614176,6
"14559",614181,7
"14560",614204,5
"14561",614212,4
"14562",614217,NA
"14563",614224,6
"14564",614233,4
"14565",614234,6
"14566",614241,1.5
"14567",614245,6
"14568",614249,5
"14569",614263,5
"14570",614265,5.67
"14571",614300,6
"14572",614345,NA
"14573",614357,6
"14574",614381,NA
"14575",614398,6
"14576",614406,NA
"14577",614419,6
"14578",614424,7
"14579",614458,7
"14580",614471,NA
"14581",614477,4
"14582",614495,7
"14583",614546,7
"14584",614556,6
"14585",614571,6
"14586",614582,6
"14587",614583,7
"14588",614599,7
"14589",614601,6
"14590",614629,7
"14591",614633,NA
"14592",614649,1.5
"14593",614650,NA
"14594",614668,6
"14595",614683,NA
"14596",614693,7
"14597",614728,6
"14598",614730,NA
"14599",614732,5
"14600",614733,0.75
"14601",614734,6
"14602",614737,4
"14603",614738,7
"14604",614741,7
"14605",614742,6
"14606",614744,5
"14607",614745,6
"14608",614754,6
"14609",614761,NA
"14610",614764,5
"14611",614791,6
"14612",614798,5
"14613",614801,4
"14614",614804,3.5
"14615",614808,5
"14616",614812,5
"14617",614813,NA
"14618",614844,7
"14619",614871,5
"14620",614887,7
"14621",614892,7
"14622",614893,7
"14623",614909,6
"14624",614930,NA
"14625",614949,5
"14626",614952,NA
"14627",614973,4
"14628",614984,4
"14629",615001,7
"14630",615025,5
"14631",615028,5
"14632",615031,6
"14633",615075,6.5
"14634",615078,7
"14635",615085,5
"14636",615090,5
"14637",615103,1.5
"14638",615127,7
"14639",615148,NA
"14640",615165,NA
"14641",615173,4
"14642",615183,NA
"14643",615184,6
"14644",615218,1.5
"14645",615225,7
"14646",615229,5.5
"14647",615241,6.5
"14648",615242,1.5
"14649",615246,1.5
"14650",615249,4
"14651",615259,6
"14652",615263,NA
"14653",615266,7
"14654",615283,4
"14655",615299,7
"14656",615300,6
"14657",615301,6
"14658",615302,6
"14659",615306,6
"14660",615319,4
"14661",615321,NA
"14662",615327,6
"14663",615328,NA
"14664",615340,1.5
"14665",615342,1.5
"14666",615356,6
"14667",615377,6
"14668",615404,5
"14669",615425,5
"14670",615426,NA
"14671",615429,NA
"14672",615437,6
"14673",615438,NA
"14674",615439,5
"14675",615443,6
"14676",616334,1.5
"14677",616338,5
"14678",616342,6
"14679",616354,1.5
"14680",616377,6
"14681",616383,7
"14682",616386,5
"14683",616407,1.75
"14684",616439,3.83
"14685",616453,1.5
"14686",616457,7
"14687",616464,6
"14688",616511,7
"14689",616512,7
"14690",616517,7
"14691",616526,6
"14692",616536,4
"14693",616542,4
"14694",616595,6
"14695",616613,NA
"14696",616629,5
"14697",616646,1.67
"14698",616658,6.7
"14699",616660,6
"14700",616670,6
"14701",616672,7
"14702",616688,7
"14703",616700,NA
"14704",616706,7
"14705",616708,7
"14706",616727,7
"14707",616728,4
"14708",616735,6
"14709",616739,5
"14710",616742,6
"14711",616789,6
"14712",616794,1.5
"14713",616831,5.5
"14714",616851,7
"14715",616862,NA
"14716",616866,7
"14717",616870,6
"14718",616909,4
"14719",616912,7
"14720",616913,4
"14721",616914,5
"14722",616919,6
"14723",616927,7
"14724",616952,5
"14725",617010,3
"14726",617012,6
"14727",617014,6
"14728",617018,4
"14729",617053,7
"14730",617114,5
"14731",617116,5
"14732",617119,6
"14733",617126,NA
"14734",617130,1.82
"14735",617133,6
"14736",617134,NA
"14737",617146,4
"14738",617147,4
"14739",617150,NA
"14740",617190,5
"14741",617201,6
"14742",617225,7
"14743",617238,6
"14744",617249,NA
"14745",617265,NA
"14746",617287,1.5
"14747",617296,5
"14748",617297,4.29
"14749",617309,4
"14750",617318,7
"14751",617327,2
"14752",617331,4
"14753",617332,5
"14754",617343,NA
"14755",617348,6
"14756",617355,6
"14757",617358,NA
"14758",617365,7
"14759",617382,7
"14760",617391,6
"14761",617416,4
"14762",617418,5
"14763",617436,NA
"14764",617437,NA
"14765",617442,6
"14766",617455,4
"14767",617470,7
"14768",617472,5
"14769",617521,6
"14770",617525,6
"14771",617530,4
"14772",617531,5
"14773",617534,6
"14774",617535,1.5
"14775",617543,NA
"14776",617556,NA
"14777",617560,4
"14778",617564,1.5
"14779",617576,5
"14780",617578,7
"14781",617580,7
"14782",617611,5
"14783",617619,6
"14784",617678,6
"14785",617699,6
"14786",617700,7
"14787",617714,NA
"14788",617717,1.5
"14789",617734,4
"14790",617740,6
"14791",617745,4
"14792",617751,6
"14793",617764,4
"14794",617771,NA
"14795",617781,4
"14796",617783,4
"14797",617792,6
"14798",617801,6
"14799",617805,6
"14800",617811,NA
"14801",617813,4
"14802",617829,6
"14803",617843,NA
"14804",617850,5
"14805",617868,7
"14806",617880,4
"14807",617886,5
"14808",617888,6
"14809",617889,4
"14810",617897,4
"14811",617909,6
"14812",617922,7
"14813",617942,NA
"14814",617952,1.5
"14815",617959,1.5
"14816",617962,6
"14817",617965,6
"14818",617976,7
"14819",617993,NA
"14820",617998,6
"14821",618002,4
"14822",618004,6
"14823",618005,6
"14824",618015,5
"14825",618033,NA
"14826",618078,4
"14827",618088,7
"14828",618096,7
"14829",618124,NA
"14830",618129,5
"14831",618131,4
"14832",618137,NA
"14833",618145,7
"14834",618151,5
"14835",618171,6
"14836",618176,6
"14837",618197,2
"14838",618205,6
"14839",618216,5
"14840",618244,6
"14841",618252,NA
"14842",618253,7
"14843",618258,6
"14844",618265,NA
"14845",618279,3
"14846",618280,7
"14847",618293,5
"14848",618295,5
"14849",618338,7
"14850",618377,5
"14851",618390,6
"14852",618397,5
"14853",618399,4
"14854",618412,5
"14855",618513,5
"14856",618519,5
"14857",618571,5
"14858",618579,5
"14859",618583,7
"14860",618589,1.5
"14861",618590,5.6
"14862",618606,2
"14863",618619,NA
"14864",618621,6
"14865",618631,5
"14866",618632,6
"14867",618649,5.6
"14868",618662,NA
"14869",618663,6
"14870",618665,1.5
"14871",618667,4
"14872",618670,6
"14873",618673,4
"14874",618675,4
"14875",618679,NA
"14876",618682,NA
"14877",618683,7
"14878",618696,4
"14879",618734,NA
"14880",618737,7
"14881",618744,NA
"14882",618767,6
"14883",618777,7
"14884",618824,6.5
"14885",618845,6
"14886",618846,NA
"14887",618849,NA
"14888",618861,NA
"14889",618865,4
"14890",618869,5
"14891",618875,5.33
"14892",618882,5
"14893",618887,7
"14894",618893,6
"14895",618903,NA
"14896",618914,7
"14897",618937,6
"14898",618940,7
"14899",618942,NA
"14900",618951,5
"14901",618960,4
"14902",618965,5
"14903",618968,NA
"14904",618981,4
"14905",618982,2.5
"14906",618983,6
"14907",618989,5
"14908",618994,6
"14909",619001,NA
"14910",619006,NA
"14911",619013,6
"14912",619014,5.5
"14913",619052,1.5
"14914",619054,NA
"14915",619055,4
"14916",619082,4
"14917",619112,NA
"14918",619118,5
"14919",619161,4
"14920",619168,5
"14921",619196,6
"14922",619204,5
"14923",619207,6
"14924",619212,6
"14925",619288,5
"14926",619292,7
"14927",619297,5
"14928",619303,6
"14929",619311,NA
"14930",619321,6
"14931",619330,NA
"14932",619341,5
"14933",619359,4.5
"14934",619363,7
"14935",619369,NA
"14936",619380,6
"14937",619382,NA
"14938",619403,5
"14939",619410,5
"14940",619447,7
"14941",619461,7
"14942",619471,6
"14943",619472,NA
"14944",619478,1.5
"14945",619481,6
"14946",619483,7
"14947",619502,5
"14948",619503,2.5
"14949",619508,NA
"14950",619520,4
"14951",619851,NA
"14952",619870,7
"14953",619907,4
"14954",619910,5
"14955",619921,NA
"14956",619926,5
"14957",619927,6.33
"14958",619928,7
"14959",619935,4
"14960",619941,6
"14961",619945,NA
"14962",619952,7
"14963",619964,NA
"14964",619974,NA
"14965",620000,6
"14966",620004,NA
"14967",620018,NA
"14968",620060,NA
"14969",620072,7
"14970",620073,5
"14971",620081,6
"14972",620092,7
"14973",620094,7
"14974",620102,6
"14975",620112,NA
"14976",620115,6
"14977",620126,NA
"14978",620128,5
"14979",620129,5
"14980",620148,4
"14981",620159,5.33
"14982",620179,6
"14983",620190,6
"14984",620197,6
"14985",620200,7
"14986",620215,2.5
"14987",620218,5
"14988",620220,NA
"14989",620231,4
"14990",620239,5
"14991",620243,4.5
"14992",620257,5
"14993",620266,1.5
"14994",620269,7
"14995",620277,6
"14996",620283,1.5
"14997",620304,4
"14998",620317,6
"14999",620320,4
"15000",620337,4
"15001",620343,7
"15002",620349,NA
"15003",620354,7
"15004",620368,7
"15005",620369,3.75
"15006",620399,6
"15007",620408,6
"15008",620409,4
"15009",620414,5
"15010",620423,4
"15011",620427,6
"15012",620431,6
"15013",620437,1.5
